t,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_21,path_22,path_23,path_24,path_25,path_26,path_27,path_28,path_29,path_30,path_31,path_32,path_33,path_34,path_35,path_36,path_37,path_38,path_39,path_40,path_41,path_42,path_43,path_44,path_45,path_46,path_47,path_48,path_49,path_50,path_51,path_52,path_53,path_54,path_55,path_56,path_57,path_58,path_59,path_60,path_61,path_62,path_63,path_64,path_65,path_66,path_67,path_68,path_69,path_70,path_71,path_72,path_73,path_74,path_75,path_76,path_77,path_78,path_79,path_80,path_81,path_82,path_83,path_84,path_85,path_86,path_87,path_88,path_89,path_90,path_91,path_92,path_93,path_94,path_95,path_96,path_97,path_98,path_99
0.548,-0.467971,0.433148,0.752387,-1.19816,0.259294,0.437397,0.333421,0.843558,-0.679796,0.228724,0.172767,1.63585,-0.530027,-1.19807,0.163142,-0.897197,-0.0810712,1.03967,0.525528,-0.577157,-1.7581,-0.441363,0.451901,0.110287,0.743844,0.2687,0.34006,0.537757,0.124282,-2.33027,0.166103,0.108684,-1.32977,0.0980205,-0.642289,-0.0463319,-0.680589,0.457499,0.0977193,0.230666,-0.43273,1.7962,0.813523,0.603886,0.165448,-0.0772375,0.202214,1.35563,0.946672,0.0966109,-0.167905,-0.125469,-0.0590187,-1.02656,-1.27924,-0.436039,1.05328,0.213921,0.0246988,-0.489714,-0.914719,-0.224055,0.258173,-0.423938,-1.12256,-0.319572,0.346709,0.129145,0.533023,-0.948592,-0.293103,-1.17788,0.581843,0.102425,0.72324,-0.172793,-0.106716,0.173272,0.138139,0.200519,0.934065,0.897851,1.24301,1.16211,-0.0358989,1.23834,-0.788355,-0.319809,0.323175,-0.433352,0.303168,-0.514671,0.395436,1.04514,0.523447,0.798662,-1.52446,-0.158947,-0.0385416,-0.580042
0.55,-0.431213,0.383156,0.740202,-1.23306,0.254827,0.44211,0.369965,0.831203,-0.683772,0.218396,0.0993672,1.68705,-0.546901,-1.21156,0.18391,-0.85933,-0.156573,1.05059,0.529711,-0.609863,-1.82847,-0.453635,0.504308,0.13715,0.754637,0.289281,0.28457,0.636712,0.167724,-2.31536,0.283169,0.0863175,-1.36864,-0.0307383,-0.585764,-0.0520025,-0.725475,0.458775,0.0806439,0.264654,-0.499207,1.77378,0.838204,0.626009,0.200573,-0.0238954,0.22023,1.27166,1.00225,0.160001,-0.146605,-0.213573,-0.112818,-1.05796,-1.21422,-0.479213,0.977787,0.139874,0.0308864,-0.581969,-0.892736,-0.205523,0.324758,-0.424944,-1.13812,-0.347551,0.416209,0.237559,0.51418,-0.927374,-0.28387,-1.12661,0.530396,0.0645028,0.787255,-0.116383,-0.131661,0.236972,0.165637,0.201492,0.916707,0.841288,1.30273,1.1655,0.02455,1.27194,-0.807712,-0.278468,0.295826,-0.393294,0.263253,-0.492464,0.408494,1.0603,0.532168,0.769907,-1.56088,-0.15392,-0.133422,-0.571285
0.552,-0.330341,0.36529,0.732916,-1.27264,0.178108,0.413929,0.408819,0.758585,-0.72858,0.244703,0.0814979,1.70639,-0.609051,-1.17682,0.163757,-0.875926,-0.167704,1.09141,0.528749,-0.629852,-1.79095,-0.46043,0.560651,0.122082,0.779669,0.314784,0.27679,0.622055,0.20256,-2.31718,0.351519,0.0403959,-1.4183,-0.081135,-0.658552,-0.0147436,-0.781149,0.490871,0.15382,0.260673,-0.558861,1.81415,0.876965,0.626473,0.144784,-0.0760017,0.240375,1.2762,1.01136,0.188581,-0.116208,-0.218481,-0.158343,-1.08969,-1.1909,-0.455734,0.990924,0.138327,0.047162,-0.589376,-0.896262,-0.179375,0.31204,-0.501987,-1.23545,-0.361142,0.428927,0.286879,0.435729,-0.977368,-0.325755,-1.0782,0.596698,0.107326,0.699275,-0.130401,-0.146931,0.213695,0.185967,0.177845,0.962681,0.831517,1.29051,1.19483,0.0485779,1.29589,-0.875944,-0.217509,0.274462,-0.344009,0.26778,-0.485984,0.384184,1.02822,0.517406,0.790273,-1.60701,-0.113543,-0.0725428,-0.551078
0.554,-0.398788,0.320607,0.671983,-1.23189,0.240534,0.39725,0.450808,0.735184,-0.733961,0.255728,0.0213349,1.73973,-0.621267,-1.20307,0.217272,-0.9673,-0.140977,1.09159,0.52609,-0.64963,-1.79015,-0.508287,0.622811,0.193128,0.755518,0.281008,0.320885,0.656961,0.261064,-2.29155,0.29561,-0.0266344,-1.46926,-0.0759171,-0.673285,-0.0308632,-0.799242,0.53854,0.14776,0.278184,-0.664854,1.79712,0.897726,0.601949,0.235937,-0.0789314,0.289514,1.25611,0.960764,0.181868,-0.161402,-0.143688,-0.178715,-1.18345,-1.20849,-0.461574,1.02576,0.112429,0.125026,-0.53628,-0.832481,-0.104147,0.302149,-0.49582,-1.18244,-0.454181,0.435504,0.332847,0.429545,-1.01746,-0.343814,-1.09488,0.570713,0.0969808,0.7542,-0.16985,-0.101054,0.168924,0.174847,0.27903,0.914854,0.773128,1.23888,1.2316,0.0671746,1.29084,-0.95377,-0.318445,0.284386,-0.401591,0.23348,-0.506962,0.332363,1.11592,0.5157,0.766387,-1.58733,-0.0986821,-0.108513,-0.535782
0.556,-0.449184,0.331112,0.696816,-1.2381,0.256555,0.41901,0.434522,0.741928,-0.714448,0.275037,0.0260347,1.859,-0.658055,-1.2493,0.266044,-0.894827,-0.190684,1.06254,0.525595,-0.719139,-1.75734,-0.487761,0.656512,0.165076,0.796793,0.211176,0.243186,0.656928,0.270096,-2.33145,0.270875,-0.0125416,-1.50205,0.0281312,-0.605291,-0.00151715,-0.851161,0.521962,0.141693,0.246997,-0.667067,1.84259,0.908991,0.626289,0.298118,-0.0795824,0.301405,1.22707,0.970353,0.262177,-0.1383,-0.167837,-0.15231,-1.18559,-1.17733,-0.465282,1.05124,0.16571,0.0795828,-0.542493,-0.878357,-0.0640826,0.298706,-0.532101,-1.14749,-0.4416,0.362154,0.306776,0.39483,-0.996658,-0.379265,-0.994834,0.566467,0.0623019,0.64402,-0.194346,-0.133525,0.0964465,0.16809,0.279516,0.916174,0.771023,1.17656,1.21804,0.107593,1.28104,-1.00452,-0.217803,0.196334,-0.351662,0.246196,-0.464215,0.327916,1.0948,0.497532,0.801685,-1.59303,-0.147779,-0.182927,-0.502305
0.558,-0.514805,0.39521,0.72876,-1.26296,0.256925,0.334543,0.498317,0.703309,-0.798696,0.216644,0.0489618,1.87973,-0.748447,-1.19488,0.232624,-0.901439,-0.106631,1.07036,0.501757,-0.737423,-1.69386,-0.508746,0.665269,0.166897,0.801305,0.219593,0.288329,0.652798,0.278639,-2.32293,0.242453,0.0597624,-1.46473,0.013293,-0.660833,0.0453946,-0.820186,0.462485,0.179438,0.20922,-0.59426,1.82909,0.899119,0.613345,0.315966,-0.0994678,0.21735,1.22131,0.967493,0.26987,-0.203285,-0.146805,-0.201142,-1.16249,-1.14504,-0.467242,1.09782,0.174643,0.128398,-0.59031,-0.942403,-0.0907776,0.372436,-0.485872,-1.1468,-0.422554,0.298111,0.30915,0.404151,-1.05336,-0.362684,-0.942579,0.50485,-0.0158368,0.642388,-0.226269,-0.0746036,0.0991872,0.154028,0.245054,0.975548,0.771315,1.15681,1.25974,0.0187248,1.28891,-1.02482,-0.25016,0.269688,-0.322941,0.252213,-0.403092,0.305725,1.14303,0.472027,0.816022,-1.60827,-0.157022,-0.243375,-0.487821
0.56,-0.478462,0.325709,0.746519,-1.32187,0.288257,0.34278,0.467558,0.734953,-0.83631,0.211062,0.0544837,1.91167,-0.74527,-1.23437,0.205098,-0.909116,-0.107989,1.09923,0.471071,-0.691299,-1.61005,-0.490762,0.600311,0.1292,0.800294,0.150711,0.259411,0.667929,0.223965,-2.33177,0.175743,0.0678905,-1.41111,0.0231553,-0.687964,0.10816,-0.88874,0.468121,0.186002,0.180615,-0.627025,1.82175,0.918311,0.697226,0.361009,-0.162362,0.222547,1.24217,0.97887,0.261566,-0.103706,-0.122628,-0.182788,-1.16747,-1.21905,-0.528769,1.03307,0.100451,0.167637,-0.482416,-1.0156,-0.0466564,0.357981,-0.414973,-1.07306,-0.408717,0.37711,0.276394,0.358771,-1.00293,-0.319367,-0.999513,0.487039,-0.0145716,0.559402,-0.236701,-0.0664312,0.0979446,0.0385636,0.209633,1.02476,0.752919,1.13125,1.2367,-0.0229373,1.24759,-0.996283,-0.262947,0.257964,-0.392895,0.263861,-0.367675,0.287868,1.1668,0.477158,0.844718,-1.5554,-0.196291,-0.264777,-0.565591
0.562,-0.525045,0.31987,0.760585,-1.30208,0.302614,0.349857,0.514949,0.663626,-0.773923,0.21676,0.105947,1.88049,-0.784568,-1.25148,0.200094,-0.942345,-0.185451,1.12644,0.473848,-0.719743,-1.53215,-0.541006,0.544228,0.19134,0.787552,0.147658,0.279751,0.688568,0.232256,-2.34952,0.238074,0.0801802,-1.41534,-0.000465472,-0.718298,0.0540183,-0.898756,0.476874,0.19374,0.252642,-0.594598,1.83773,0.937107,0.613978,0.317618,-0.189379,0.207293,1.16354,0.90235,0.272381,-0.0582979,-0.131831,-0.189595,-1.0787,-1.22083,-0.534779,1.01676,0.116838,0.167443,-0.378874,-1.0291,-0.0740799,0.364131,-0.386823,-1.15382,-0.492326,0.413751,0.28649,0.363202,-1.00048,-0.27072,-1.06368,0.361976,0.0260558,0.553138,-0.244042,-0.0231454,0.0626931,0.0639579,0.223323,1.02577,0.858967,1.15791,1.25715,-0.120259,1.21417,-0.937708,-0.331872,0.239744,-0.426247,0.19122,-0.385592,0.314985,1.18239,0.5292,0.826421,-1.5577,-0.106888,-0.27511,-0.605492
0.564,-0.498377,0.271857,0.741163,-1.18262,0.357298,0.442905,0.585392,0.635807,-0.737601,0.222412,0.00944863,1.88872,-0.909097,-1.21867,0.222835,-0.94955,-0.183903,1.13953,0.463703,-0.650087,-1.51876,-0.488235,0.604365,0.177512,0.793705,0.129939,0.293504,0.694709,0.251324,-2.41154,0.260201,0.0500872,-1.46026,0.00983051,-0.775358,-0.0273629,-0.910904,0.44732,0.14511,0.183397,-0.612126,1.85143,0.843739,0.646959,0.36113,-0.18747,0.137764,1.13185,0.909295,0.261661,-0.0893512,-0.149693,-0.212241,-1.14904,-1.26606,-0.531966,0.961888,0.0742996,0.121112,-0.364019,-1.06831,-0.0129519,0.409947,-0.362139,-1.15727,-0.45032,0.397967,0.353721,0.393924,-0.997478,-0.225802,-1.06126,0.376789,-0.00644812,0.525884,-0.256131,-0.0870202,0.0811408,0.191268,0.179231,1.04155,0.785039,1.12402,1.25627,-0.146277,1.29444,-0.916451,-0.322493,0.233307,-0.469339,0.201397,-0.452323,0.292141,1.14894,0.514966,0.841408,-1.5766,-0.194253,-0.258956,-0.626245
0.566,-0.560383,0.307218,0.708454,-1.18529,0.429169,0.42126,0.591433,0.638967,-0.773488,0.174765,0.0132692,1.87043,-0.985635,-1.30209,0.132269,-0.999734,-0.140154,1.13789,0.431192,-0.587845,-1.52118,-0.555038,0.588986,0.172296,0.790171,0.181524,0.286034,0.772235,0.221266,-2.40714,0.281469,0.0320372,-1.45984,-0.00104551,-0.747645,-0.0461056,-0.89455,0.443051,0.138219,0.164002,-0.572818,1.95253,0.860934,0.652014,0.32272,-0.16473,0.106532,1.12114,0.911906,0.295154,-0.0358034,-0.122416,-0.253202,-1.12766,-1.30083,-0.42891,0.896498,0.0976428,0.091458,-0.326488,-1.1593,-0.00521245,0.407096,-0.341094,-1.17397,-0.482945,0.456416,0.412732,0.456661,-0.964003,-0.300015,-0.993471,0.372852,2.39026e-05,0.498873,-0.249831,-0.0617808,0.101757,0.329077,0.184555,1.03273,0.819812,1.17675,1.18072,-0.153848,1.3269,-0.981222,-0.217229,0.28028,-0.411021,0.15823,-0.481839,0.308677,1.15031,0.568688,0.825695,-1.51489,-0.188372,-0.19518,-0.65832
0.568,-0.581437,0.292323,0.69012,-1.17024,0.411117,0.416303,0.564774,0.652992,-0.785328,0.142247,0.0940711,1.84145,-0.966539,-1.27501,0.119552,-0.909692,-0.151341,1.13473,0.449359,-0.604585,-1.51427,-0.58722,0.584706,0.175232,0.842907,0.310498,0.199202,0.795478,0.273122,-2.39311,0.279397,0.0606836,-1.48764,-0.0033215,-0.780556,-0.0632416,-0.92562,0.456666,0.0563646,0.146081,-0.596539,1.96976,0.859995,0.652401,0.357312,-0.157858,0.0463687,1.05619,0.918183,0.283396,-0.0115258,-0.0964939,-0.334532,-1.10332,-1.30909,-0.455834,0.849661,0.0455848,0.149306,-0.398284,-1.21251,-0.0253156,0.379108,-0.31817,-1.17571,-0.469278,0.392494,0.477541,0.488523,-0.909183,-0.301852,-0.951459,0.295251,-0.0285165,0.426624,-0.34066,-0.13625,0.129488,0.364017,0.191927,1.07624,0.762029,1.16221,1.20634,-0.163671,1.37179,-0.991096,-0.207228,0.222088,-0.401943,0.172187,-0.553198,0.323464,1.15966,0.608636,0.774485,-1.47296,-0.195002,-0.109877,-0.731087
0.57,-0.544599,0.340334,0.688369,-1.09903,0.387208,0.380954,0.520305,0.649058,-0.717527,0.230182,0.106514,1.77926,-0.931409,-1.18933,0.164726,-0.904156,-0.155922,1.17202,0.446505,-0.635462,-1.49736,-0.603901,0.639128,0.233103,0.804426,0.348519,0.101121,0.858795,0.254544,-2.40972,0.341624,0.0463163,-1.50476,-0.0101831,-0.719024,-0.079522,-0.862479,0.437462,0.0809738,0.120839,-0.612713,1.96743,0.809246,0.698111,0.41587,-0.195117,0.0333251,1.05028,0.887127,0.268791,-0.102505,-0.0677014,-0.329471,-1.15212,-1.33377,-0.412556,0.797838,0.0892993,0.0410777,-0.362604,-1.20728,0.0374999,0.419293,-0.328259,-1.15782,-0.494759,0.402424,0.460828,0.500115,-0.9031,-0.280871,-0.920183,0.347445,-0.110104,0.37287,-0.288672,-0.112915,0.10691,0.408337,0.15527,0.998934,0.726599,1.12561,1.1776,-0.297421,1.33802,-0.985435,-0.161138,0.185184,-0.45775,0.151444,-0.449063,0.295094,1.1484,0.652428,0.767729,-1.51261,-0.18729,-0.0827193,-0.769107
0.572,-0.605005,0.258638,0.80459,-1.06837,0.411553,0.348454,0.474415,0.615564,-0.710847,0.224788,0.110075,1.69875,-0.975643,-1.23232,0.180279,-0.922871,-0.153569,1.17226,0.391825,-0.674614,-1.4775,-0.583326,0.637614,0.273864,0.700065,0.351325,0.128742,0.839394,0.243638,-2.38859,0.314524,0.00529794,-1.55498,0.10655,-0.719041,-0.061735,-0.86781,0.44358,0.088484,0.103403,-0.634091,1.92463,0.79557,0.707495,0.408043,-0.227469,0.0434268,1.07783,0.804054,0.36005,-0.155038,-0.10986,-0.337909,-1.15385,-1.32018,-0.359182,0.789338,0.013066,0.0611134,-0.397109,-1.21356,0.0540928,0.371379,-0.286069,-1.14789,-0.400181,0.436885,0.552249,0.407641,-0.903552,-0.250722,-0.944986,0.406861,-0.0732947,0.406661,-0.207455,-0.118984,0.141002,0.405138,0.148617,1.03469,0.717583,1.08394,1.13529,-0.267292,1.35008,-0.895569,-0.197595,0.103105,-0.3539,0.162646,-0.486701,0.225259,1.13434,0.687949,0.750708,-1.53278,-0.247779,-0.103639,-0.739216
0.574,-0.672891,0.294352,0.823879,-1.06188,0.359768,0.337525,0.489421,0.687445,-0.740105,0.255411,0.132581,1.65841,-0.966397,-1.25352,0.0994299,-0.898728,-0.173879,1.13148,0.419031,-0.6357,-1.52357,-0.591162,0.64082,0.292229,0.71546,0.394414,0.141719,0.778275,0.292511,-2.42462,0.279143,-0.0178442,-1.59445,0.117291,-0.683851,-0.0278962,-0.841523,0.427761,0.059321,0.120996,-0.600222,1.99094,0.763774,0.725132,0.432207,-0.274445,0.0872852,1.10709,0.734045,0.311046,-0.157411,-0.0766183,-0.262602,-1.22679,-1.30697,-0.367148,0.797183,-0.0537647,0.0547006,-0.342895,-1.32841,0.0652244,0.412578,-0.239603,-1.11957,-0.381601,0.476632,0.61577,0.407785,-0.926154,-0.300724,-0.901528,0.387538,-0.0278611,0.418016,-0.240685,-0.0343529,0.180904,0.436063,0.126017,1.04506,0.689685,1.05616,1.10776,-0.270266,1.4029,-0.848093,-0.21129,0.0740527,-0.260336,0.159945,-0.442444,0.140913,1.17561,0.658427,0.718548,-1.59765,-0.19825,-0.0402515,-0.779777
0.576,-0.57415,0.273228,0.792708,-1.09265,0.391129,0.342101,0.521561,0.729018,-0.790881,0.2871,0.110829,1.72967,-1.00625,-1.31788,0.139364,-0.977269,-0.126779,1.05815,0.486969,-0.65067,-1.53674,-0.664231,0.610515,0.272541,0.711471,0.437922,0.240213,0.727214,0.337624,-2.36901,0.281346,0.0167948,-1.50266,0.253785,-0.716362,-0.009301,-0.894599,0.429958,0.0778916,0.104242,-0.595145,2.04557,0.687361,0.872929,0.507636,-0.278972,0.15014,1.0587,0.749158,0.297959,-0.114136,-0.0436576,-0.283969,-1.21315,-1.30913,-0.31459,0.836291,-0.0578664,0.149777,-0.356494,-1.35201,0.0825399,0.462357,-0.177423,-1.12688,-0.439825,0.590851,0.581568,0.430605,-0.890661,-0.290746,-0.884793,0.338932,-0.00662008,0.464812,-0.190356,-0.0896558,0.210693,0.389659,0.0652179,1.11437,0.754311,1.04035,1.11361,-0.281364,1.42125,-0.905777,-0.250821,0.078125,-0.250452,0.185914,-0.41311,0.123303,1.12286,0.643667,0.732084,-1.60872,-0.283179,-0.0751614,-0.769466
0.578,-0.591239,0.250385,0.769211,-1.05103,0.385251,0.395256,0.546494,0.733602,-0.780046,0.243627,0.0813237,1.72292,-1.02355,-1.36654,0.0936806,-0.941373,-0.0996362,1.08753,0.495837,-0.563962,-1.55075,-0.653237,0.618378,0.216922,0.665432,0.422423,0.321701,0.724679,0.324132,-2.43029,0.325581,-0.0305611,-1.47951,0.286786,-0.704212,-0.00780658,-0.836103,0.446188,0.010534,0.119634,-0.593159,2.01832,0.656604,0.808048,0.482548,-0.214411,0.178566,1.05004,0.732592,0.36227,-0.0755583,-0.0710052,-0.284795,-1.21624,-1.29439,-0.253193,0.869642,-0.112633,0.171076,-0.231753,-1.28797,0.0396025,0.457234,-0.1703,-1.09202,-0.337834,0.586227,0.554674,0.441676,-0.916363,-0.257246,-0.867283,0.397357,-0.0307324,0.503321,-0.212415,-0.0510228,0.21914,0.380563,0.131076,1.02641,0.732875,1.04582,1.1865,-0.312548,1.52052,-0.90275,-0.30329,0.116693,-0.24762,0.181374,-0.449511,0.094086,1.17256,0.594354,0.770071,-1.59299,-0.287042,-0.0389049,-0.810907
0.58,-0.559747,0.196907,0.760135,-0.994846,0.366074,0.336885,0.597597,0.763325,-0.849557,0.198716,0.120966,1.75404,-0.958286,-1.37784,0.0764944,-0.925651,-0.152658,1.10439,0.451086,-0.634719,-1.52763,-0.681742,0.699327,0.292685,0.618547,0.336163,0.290979,0.829116,0.275052,-2.3918,0.357177,0.0519258,-1.44169,0.342475,-0.753692,-0.0318431,-0.805616,0.512349,-0.030499,0.143947,-0.577203,1.96411,0.733877,0.775052,0.439329,-0.169216,0.197015,1.04642,0.649444,0.427328,-0.0761888,-0.088243,-0.225714,-1.17713,-1.2753,-0.328582,0.830987,-0.079812,0.100076,-0.237125,-1.2702,0.0820464,0.465907,-0.105839,-1.17881,-0.33875,0.625049,0.53794,0.478927,-0.949125,-0.24558,-0.880698,0.483411,-0.0650999,0.511548,-0.143487,-0.0476709,0.223566,0.417766,0.0661972,1.02057,0.672476,1.0148,1.1501,-0.27897,1.5,-0.926525,-0.304341,0.093525,-0.251679,0.191565,-0.434468,0.132916,1.19614,0.623368,0.788581,-1.51682,-0.237874,0.00602525,-0.781878
0.582,-0.580693,0.205923,0.858928,-0.997496,0.332996,0.410091,0.557001,0.791556,-0.856361,0.100514,0.14837,1.83672,-0.91489,-1.33523,0.0395927,-0.952526,-0.159684,1.1289,0.458263,-0.574011,-1.52903,-0.67415,0.661739,0.335806,0.595188,0.368334,0.257614,0.829686,0.246018,-2.44011,0.395867,0.0383909,-1.44151,0.268588,-0.718272,-0.0651425,-0.768752,0.667697,-0.0364924,0.204091,-0.654809,1.96231,0.743609,0.816566,0.430658,-0.155382,0.266055,0.980499,0.665938,0.444592,-0.126025,-0.0508488,-0.271523,-1.21702,-1.31451,-0.341589,0.833435,-0.0486002,0.109109,-0.244832,-1.33318,0.00474288,0.425698,-0.173401,-1.15913,-0.333145,0.602779,0.529387,0.497728,-0.920618,-0.206393,-0.824133,0.457099,-0.0966731,0.517432,-0.0925247,-0.0621799,0.149201,0.466982,0.0300861,1.04232,0.704755,0.996874,1.15226,-0.307147,1.51212,-0.933802,-0.329839,0.174517,-0.277087,0.280005,-0.387723,0.159806,1.23159,0.634333,0.830359,-1.54133,-0.219092,0.0266059,-0.774299
0.584,-0.571299,0.263783,0.846811,-0.981934,0.366486,0.460035,0.533362,0.817827,-0.881068,0.139428,0.128739,1.83014,-0.906833,-1.34756,0.0139846,-0.940679,-0.208551,1.10004,0.417475,-0.493585,-1.46652,-0.627405,0.601339,0.421507,0.624307,0.344677,0.288561,0.837385,0.275683,-2.45119,0.356947,0.0182277,-1.44789,0.309269,-0.654019,-0.0425772,-0.784465,0.758467,-0.0489289,0.223201,-0.64121,1.97887,0.770303,0.814549,0.475461,-0.141308,0.299901,1.00929,0.595138,0.423837,-0.0359132,-0.0779517,-0.308699,-1.20911,-1.30066,-0.324243,0.795224,-0.0431251,0.158049,-0.194969,-1.29292,-0.027576,0.441244,-0.190166,-1.20206,-0.256795,0.594175,0.537172,0.517142,-0.988691,-0.316485,-0.813026,0.45386,-0.0561957,0.509653,-0.205429,-0.0610704,0.156484,0.470663,0.00649229,1.13454,0.7067,0.948825,1.13425,-0.24048,1.5765,-0.918015,-0.271148,0.1711,-0.237203,0.306189,-0.370588,0.200414,1.26953,0.604853,0.872425,-1.53844,-0.197732,0.0467762,-0.798289
0.586,-0.50229,0.301563,0.941236,-0.973242,0.337411,0.356965,0.562535,0.827847,-0.84188,0.161354,0.117655,1.8859,-0.931595,-1.34372,0.000673596,-0.933953,-0.22434,1.12287,0.383497,-0.540383,-1.49651,-0.66831,0.61148,0.504012,0.629705,0.411037,0.265191,0.841261,0.290166,-2.42395,0.346244,0.079527,-1.44576,0.279476,-0.746079,-0.0710393,-0.839571,0.814392,0.0370447,0.215016,-0.641416,1.96456,0.829698,0.81472,0.404001,-0.170552,0.305561,1.00629,0.51564,0.480619,-0.0643827,-0.0332656,-0.297125,-1.13136,-1.28169,-0.310284,0.734877,-0.115095,0.129738,-0.230978,-1.28954,-0.0219396,0.464562,-0.179958,-1.13917,-0.320342,0.627193,0.529432,0.483555,-0.869793,-0.286504,-0.8942,0.452988,-0.0458809,0.578491,-0.234043,-0.0583619,0.10253,0.470701,0.0212073,1.11707,0.727734,0.89699,1.147,-0.269089,1.48878,-0.895104,-0.272046,0.207983,-0.292703,0.286892,-0.432463,0.179479,1.25256,0.635161,0.917405,-1.51572,-0.198878,0.0621664,-0.78928
0.588,-0.431769,0.324863,0.981186,-0.958857,0.366882,0.356002,0.572588,0.85274,-0.849269,0.245802,0.0983457,1.98846,-0.906049,-1.27381,0.0558183,-0.925688,-0.239083,1.11128,0.486598,-0.53695,-1.54733,-0.665373,0.684132,0.554807,0.539883,0.509586,0.224426,0.913208,0.340947,-2.44607,0.318292,0.0322473,-1.48435,0.191824,-0.784871,-0.068305,-0.831062,0.788186,0.0040434,0.169772,-0.716179,2.03608,0.897786,0.858465,0.346737,-0.157137,0.225513,0.998278,0.555466,0.5312,-0.173542,-0.0333489,-0.236621,-1.10243,-1.27593,-0.263178,0.69508,-0.0634823,0.203262,-0.256635,-1.26629,0.0137279,0.461066,-0.169564,-1.16805,-0.325407,0.658394,0.593581,0.472932,-0.855568,-0.260615,-0.911629,0.413609,-0.0142403,0.61394,-0.199313,-0.0664334,0.166138,0.439706,0.00974996,1.1796,0.717412,0.907589,1.22028,-0.219804,1.46719,-0.937837,-0.246712,0.279196,-0.270071,0.27655,-0.433321,0.257743,1.2078,0.64679,0.858101,-1.50055,-0.114431,0.0753172,-0.758223
0.59,-0.448177,0.311899,0.984235,-0.951336,0.438424,0.295707,0.598285,0.870028,-0.83626,0.249884,0.0791134,2.00084,-0.927612,-1.30394,0.101002,-0.96329,-0.268244,1.15331,0.571594,-0.506679,-1.52527,-0.720256,0.615281,0.612932,0.570037,0.482605,0.205866,0.944653,0.363841,-2.43555,0.188364,-0.0312382,-1.48996,0.216805,-0.748019,-0.0799937,-0.837615,0.741944,-0.050243,0.173559,-0.669905,2.0885,0.927811,0.900144,0.335682,-0.0936046,0.226177,0.969582,0.637503,0.583673,-0.113016,-0.0380039,-0.231804,-1.11832,-1.32442,-0.284367,0.775481,-0.218125,0.234639,-0.242882,-1.26295,-0.0172996,0.458852,-0.0769577,-1.20091,-0.256044,0.588141,0.614686,0.515127,-0.93253,-0.22356,-0.884214,0.438453,0.0353025,0.619297,-0.196184,-0.09759,0.232719,0.398535,-0.0539857,1.17238,0.711491,0.936777,1.20789,-0.226035,1.40774,-0.869247,-0.209947,0.330604,-0.224707,0.25618,-0.338336,0.20535,1.16309,0.710777,0.904457,-1.50339,-0.181444,-0.024642,-0.754617
0.592,-0.490456,0.28218,1.00528,-0.869098,0.499526,0.254788,0.675161,0.849138,-0.912356,0.162295,0.106729,2.03826,-0.91759,-1.32871,0.141326,-0.939223,-0.203227,1.14589,0.475719,-0.500255,-1.52385,-0.695355,0.663212,0.618722,0.598009,0.488016,0.1632,0.974425,0.343065,-2.40811,0.241328,-0.00865869,-1.44464,0.167537,-0.66767,-0.151143,-0.895647,0.839023,-0.0244587,0.13768,-0.592601,2.17262,0.949987,0.903941,0.410823,-0.116941,0.178572,0.983329,0.693769,0.470645,-0.160023,-0.0458672,-0.252543,-1.08774,-1.34917,-0.32739,0.800735,-0.259878,0.209377,-0.234727,-1.2355,0.037044,0.415331,-0.0681327,-1.2286,-0.257831,0.521481,0.649317,0.483719,-0.993652,-0.252163,-0.883518,0.387974,0.066464,0.661304,-0.135506,-0.07262,0.175897,0.441703,-0.0455242,1.18892,0.684432,0.822628,1.23931,-0.264946,1.41497,-0.889439,-0.233967,0.302307,-0.342432,0.225369,-0.316911,0.212687,1.05192,0.662584,0.903353,-1.42378,-0.132702,0.0642204,-0.765585
0.594,-0.5913,0.33034,0.963118,-0.818541,0.499479,0.181576,0.704252,0.889978,-0.881327,0.149551,0.163945,1.96961,-0.922159,-1.23953,0.148872,-1.02434,-0.230422,1.15596,0.545938,-0.519427,-1.6118,-0.607173,0.601147,0.674382,0.545388,0.417444,0.144383,0.947073,0.262197,-2.42666,0.213523,-0.0185274,-1.49627,0.12395,-0.683822,-0.184249,-0.872231,0.873559,0.0175868,0.168112,-0.580863,2.07952,0.938844,0.841836,0.400777,-0.0516347,0.209648,0.993658,0.674956,0.465143,-0.264044,-0.0553379,-0.309772,-1.07758,-1.37081,-0.277155,0.771122,-0.168036,0.188191,-0.200024,-1.25463,0.0217895,0.430574,-0.00229789,-1.17991,-0.269822,0.527953,0.655787,0.476912,-1.00245,-0.297081,-0.830995,0.377356,0.0384987,0.679965,-0.152778,-0.0641036,0.194988,0.42148,-0.00368547,1.16345,0.744718,0.836341,1.24961,-0.254687,1.36008,-0.980537,-0.266758,0.25521,-0.416914,0.17103,-0.353125,0.211738,1.07643,0.686797,0.85329,-1.43062,-0.122544,0.0830338,-0.765
