t,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19
0.474,0.605582,-0.0573481,1.32998,-0.141746,0.275478,-0.352337,1.46301,0.229804,-1.02102,-0.473092,-1.16036,0.991621,-1.3245,1.46567,-0.342706,-0.342423,0.458666,0.274262,-0.33888,0.556668
0.476,0.668471,-0.0895302,1.37284,-0.1622,0.324669,-0.353209,1.43655,0.184784,-0.942713,-0.528872,-1.12814,1.03579,-1.29584,1.42463,-0.39799,-0.334351,0.450871,0.273954,-0.42671,0.512887
0.478,0.714336,-0.0807014,1.38246,-0.165388,0.301804,-0.396087,1.40148,0.288296,-1.0273,-0.555259,-1.14574,0.965734,-1.35202,1.3916,-0.447957,-0.376675,0.450818,0.272063,-0.471653,0.501898
0.48,0.670473,-0.0603612,1.29146,-0.218714,0.3243,-0.367262,1.33803,0.216074,-1.0441,-0.523629,-1.1818,0.971487,-1.31155,1.3829,-0.450497,-0.441426,0.570943,0.299649,-0.445833,0.509313
0.482,0.548915,-0.00494365,1.29757,-0.227056,0.312617,-0.406814,1.31683,0.251328,-0.970404,-0.496589,-1.26436,0.983276,-1.33858,1.32255,-0.418359,-0.358258,0.614101,0.341151,-0.41928,0.514825
0.484,0.542325,0.0155106,1.3583,-0.280985,0.294235,-0.446833,1.30608,0.1662,-0.97802,-0.508719,-1.27157,0.932474,-1.33081,1.32297,-0.463799,-0.342476,0.549438,0.373888,-0.425904,0.450849
0.486,0.578832,0.0274799,1.34729,-0.27624,0.333561,-0.424147,1.28514,0.129715,-0.941789,-0.448139,-1.29428,0.931641,-1.24804,1.33471,-0.447173,-0.308954,0.517152,0.389575,-0.423613,0.532762
0.488,0.616136,-0.014637,1.35855,-0.290332,0.36912,-0.434352,1.28708,0.160773,-1.00188,-0.435781,-1.33128,0.996073,-1.23545,1.37379,-0.466039,-0.21827,0.510393,0.426955,-0.463488,0.515538
0.49,0.581434,-0.0194474,1.29233,-0.264975,0.367098,-0.39637,1.36821,0.0928777,-0.973885,-0.372503,-1.41131,1.0164,-1.19881,1.25586,-0.485358,-0.19095,0.441456,0.414332,-0.382087,0.49798
0.492,0.633162,-0.00799848,1.26103,-0.358751,0.354288,-0.379249,1.39999,0.107932,-0.997424,-0.370242,-1.39299,1.01863,-1.21235,1.23942,-0.494311,-0.2238,0.434579,0.351,-0.312567,0.461337
0.494,0.665066,-0.00615758,1.28408,-0.353124,0.370546,-0.385159,1.3988,0.0407281,-1.10452,-0.448485,-1.3433,0.98799,-1.25308,1.28328,-0.481529,-0.245733,0.457321,0.438674,-0.310501,0.43988
0.496,0.625362,-0.0907969,1.35838,-0.407934,0.393468,-0.383678,1.39079,0.0129062,-1.13306,-0.410619,-1.42805,1.00061,-1.25616,1.2631,-0.451785,-0.210265,0.446042,0.476399,-0.332601,0.404516
0.498,0.6598,-0.133726,1.35507,-0.390823,0.454887,-0.355661,1.38274,0.000681215,-1.16781,-0.371438,-1.40336,1.00937,-1.35035,1.28978,-0.498897,-0.165172,0.476948,0.453676,-0.327616,0.400012
0.5,0.650388,-0.198188,1.27338,-0.352231,0.48153,-0.355862,1.43613,0.0261283,-1.10994,-0.341429,-1.41002,1.02798,-1.27697,1.33227,-0.391196,-0.183162,0.511553,0.415531,-0.30015,0.401177
0.502,0.713497,-0.256148,1.2549,-0.35773,0.472489,-0.388567,1.44691,-0.0160817,-1.08486,-0.270367,-1.41789,1.06087,-1.28004,1.32117,-0.398061,-0.144791,0.484119,0.392249,-0.332438,0.35498
0.504,0.692842,-0.303655,1.22201,-0.372503,0.508586,-0.386276,1.44987,0.0238371,-1.0666,-0.250256,-1.3275,1.04472,-1.33874,1.34529,-0.396684,-0.227005,0.426992,0.453978,-0.437166,0.363959
0.506,0.742854,-0.345155,1.19451,-0.40336,0.536923,-0.322765,1.41471,0.0398555,-1.05331,-0.195795,-1.37324,1.08151,-1.40859,1.38389,-0.463906,-0.236213,0.433099,0.406622,-0.286148,0.263028
0.508,0.770153,-0.374464,1.27062,-0.332282,0.609166,-0.230996,1.43152,0.0668422,-1.04756,-0.190696,-1.46672,1.01198,-1.44812,1.4226,-0.43249,-0.288077,0.386744,0.359274,-0.325547,0.18572
0.51,0.811719,-0.389662,1.29432,-0.320023,0.542804,-0.206971,1.41604,0.0658394,-1.09862,-0.240262,-1.46973,1.04725,-1.49062,1.41958,-0.461918,-0.196922,0.391648,0.409681,-0.290966,0.232826
0.512,0.796289,-0.385299,1.30354,-0.362175,0.563547,-0.227075,1.46837,0.0818011,-1.09113,-0.24359,-1.4559,1.03179,-1.48775,1.51799,-0.429719,-0.170144,0.265652,0.436171,-0.25272,0.253645
0.514,0.829174,-0.42102,1.25559,-0.412191,0.554,-0.141102,1.43603,0.104618,-1.05991,-0.214225,-1.35223,0.959445,-1.50817,1.50588,-0.473911,-0.1595,0.298596,0.434311,-0.204768,0.284989
0.516,0.848195,-0.396788,1.27673,-0.462026,0.559367,-0.171762,1.54045,0.101329,-1.11058,-0.163942,-1.32154,0.908339,-1.51692,1.55469,-0.520611,-0.220501,0.315077,0.457826,-0.216636,0.256565
0.518,0.905042,-0.476945,1.21561,-0.460612,0.554475,-0.148041,1.50569,0.0370084,-1.15205,-0.200552,-1.30804,0.859734,-1.49326,1.51204,-0.547857,-0.231264,0.284839,0.514569,-0.227802,0.246756
0.52,0.904193,-0.564636,1.2116,-0.41549,0.58977,-0.144514,1.46592,0.0314761,-1.17263,-0.180052,-1.29865,0.878514,-1.44266,1.42479,-0.512109,-0.198124,0.290866,0.51588,-0.21105,0.298194
0.522,0.88566,-0.543931,1.25238,-0.410562,0.592619,-0.0825394,1.48995,0.0795377,-1.14943,-0.185361,-1.33623,0.896696,-1.48678,1.38513,-0.516926,-0.191226,0.176202,0.442628,-0.157478,0.330372
0.524,0.921794,-0.478849,1.27456,-0.446148,0.586904,-0.069769,1.54245,0.0600303,-1.12538,-0.238129,-1.30614,0.862856,-1.50661,1.36538,-0.46483,-0.174895,0.170469,0.458173,-0.0933765,0.271137
0.526,0.815236,-0.528613,1.31739,-0.417057,0.699679,-0.0954784,1.56992,0.0617509,-1.15171,-0.269309,-1.38393,0.903979,-1.48358,1.30634,-0.408539,-0.124845,0.132318,0.368786,-0.121243,0.298487
0.528,0.861196,-0.484374,1.28925,-0.492737,0.625419,-0.245172,1.50975,0.0882021,-1.13379,-0.182947,-1.44509,0.935489,-1.51738,1.34825,-0.408208,-0.108456,0.0710551,0.373815,-0.154869,0.335868
0.53,0.867726,-0.539747,1.29861,-0.513084,0.643062,-0.232566,1.54238,0.159819,-1.12962,-0.213668,-1.37296,0.865269,-1.56076,1.35055,-0.409956,-0.0621246,0.087496,0.453558,-0.0865989,0.38363
0.532,0.859167,-0.533804,1.26681,-0.57275,0.563764,-0.188569,1.50389,0.0708465,-1.11338,-0.312018,-1.34502,0.883909,-1.56294,1.34298,-0.47743,-0.060269,0.0476344,0.433786,-0.0420887,0.311454
0.534,0.86998,-0.447822,1.25556,-0.541252,0.556268,-0.196344,1.39521,0.0757199,-1.16662,-0.319477,-1.3484,0.864247,-1.57172,1.38768,-0.453818,-0.079188,0.07988,0.394697,-0.0787053,0.28142
0.536,0.911256,-0.471755,1.21322,-0.530415,0.522185,-0.201423,1.41601,0.0541206,-1.11332,-0.280429,-1.47561,0.763069,-1.62986,1.36962,-0.44984,-0.0449844,0.0683669,0.420468,-0.093221,0.279789
0.538,0.883531,-0.527244,1.19318,-0.572968,0.496952,-0.285243,1.41165,0.0447713,-1.11746,-0.374587,-1.4215,0.796435,-1.66706,1.34446,-0.490907,-0.0544786,0.0537499,0.469267,-0.112636,0.239167
0.54,0.876693,-0.540802,1.22255,-0.58626,0.47206,-0.267163,1.42058,0.0451413,-1.09488,-0.392237,-1.3584,0.782,-1.61638,1.35484,-0.472353,-0.0423925,0.109295,0.451727,-0.0931781,0.270429
0.542,0.836199,-0.512486,1.20798,-0.626539,0.528399,-0.241389,1.46331,0.0070808,-1.09147,-0.445385,-1.34018,0.781256,-1.6508,1.43907,-0.42843,-0.120414,0.191869,0.499237,-0.126464,0.302197
0.544,0.849843,-0.555448,1.24061,-0.600842,0.521092,-0.298009,1.46528,-0.0253487,-1.07644,-0.469346,-1.39294,0.756934,-1.6442,1.34464,-0.399091,-0.0223806,0.215952,0.517869,-0.146679,0.242287
0.546,0.92089,-0.547528,1.16505,-0.612709,0.591247,-0.361672,1.50972,0.00762352,-1.04209,-0.462166,-1.39108,0.785258,-1.6048,1.30351,-0.436858,0.0200956,0.221046,0.523485,-0.231824,0.188782
0.548,0.891904,-0.496031,1.08469,-0.610236,0.659143,-0.422637,1.52249,0.0220896,-1.05484,-0.508841,-1.42452,0.719669,-1.65015,1.35875,-0.352424,0.035459,0.276737,0.561817,-0.254168,0.195834
0.55,0.946561,-0.4085,1.03326,-0.598901,0.570959,-0.403511,1.45595,0.0466815,-1.08217,-0.415173,-1.45882,0.64705,-1.65272,1.35515,-0.344693,0.0279814,0.363558,0.490789,-0.303031,0.236877
0.552,0.90707,-0.398228,1.00247,-0.684958,0.576249,-0.489816,1.43353,0.00487429,-1.12121,-0.363362,-1.44324,0.661454,-1.68242,1.34332,-0.335366,0.118759,0.362423,0.51045,-0.32762,0.132277
0.554,0.841481,-0.501202,1.02085,-0.571573,0.606624,-0.385798,1.39732,-0.014456,-1.15601,-0.377458,-1.42829,0.705614,-1.64718,1.33677,-0.332339,0.141448,0.324531,0.617609,-0.353701,0.190209
0.556,0.912715,-0.515344,1.06993,-0.584449,0.585364,-0.290073,1.35134,-0.00036263,-1.18923,-0.347818,-1.44221,0.635479,-1.6186,1.2655,-0.327996,0.119108,0.343792,0.611943,-0.223427,0.257076
0.558,0.829913,-0.498877,1.0819,-0.527886,0.531883,-0.285718,1.3378,0.00683759,-1.15975,-0.412428,-1.44442,0.643405,-1.54923,1.23478,-0.369405,0.0818299,0.34225,0.689419,-0.23516,0.26221
0.56,0.825351,-0.507814,1.03876,-0.460017,0.49499,-0.23764,1.36731,-0.0228101,-1.08599,-0.393207,-1.39361,0.716862,-1.53064,1.22853,-0.367002,0.179465,0.292177,0.710839,-0.196052,0.244271
0.562,0.703548,-0.552004,0.974542,-0.443056,0.504786,-0.220583,1.41072,-0.082397,-1.01451,-0.297438,-1.28292,0.755275,-1.46449,1.17764,-0.238585,0.165352,0.320931,0.687635,-0.231619,0.250356
0.564,0.700113,-0.533846,1.04795,-0.446581,0.463625,-0.255258,1.42042,-0.144533,-1.0592,-0.468953,-1.36134,0.733526,-1.49883,1.21319,-0.111876,0.165812,0.431829,0.738089,-0.258897,0.28224
0.566,0.666284,-0.504684,1.07002,-0.410026,0.533028,-0.23729,1.46459,-0.173717,-1.09766,-0.51615,-1.33888,0.662262,-1.53878,1.279,-0.0894664,0.1659,0.384106,0.706205,-0.221842,0.333639
0.568,0.606254,-0.492716,1.2067,-0.501938,0.528955,-0.25768,1.48456,-0.233613,-1.07136,-0.56807,-1.34543,0.755224,-1.55221,1.26487,-0.0405849,0.174707,0.450879,0.757685,-0.173753,0.31074
0.57,0.570686,-0.441844,1.21426,-0.514728,0.51683,-0.266122,1.46213,-0.225426,-1.06857,-0.552626,-1.30172,0.729587,-1.56245,1.26894,-0.0199142,0.17684,0.521315,0.709727,-0.11487,0.273265
0.572,0.57002,-0.391347,1.2248,-0.519572,0.502538,-0.360592,1.48838,-0.226212,-1.10829,-0.539631,-1.34383,0.714411,-1.61218,1.2297,-0.0451947,0.153934,0.51014,0.721984,-0.0971654,0.242396
0.574,0.607381,-0.347369,1.17484,-0.49407,0.385226,-0.330966,1.47767,-0.24098,-1.10318,-0.594769,-1.35725,0.779456,-1.54479,1.21909,-0.026493,0.09399,0.59974,0.72041,0.0544577,0.207528
0.576,0.654548,-0.378333,1.23348,-0.485754,0.448092,-0.353979,1.47791,-0.213254,-1.13292,-0.650414,-1.39298,0.732429,-1.41336,1.26675,0.0384427,0.132544,0.598932,0.725944,0.13271,0.261433
0.578,0.60492,-0.384587,1.17548,-0.512486,0.471379,-0.367144,1.46091,-0.182269,-1.09039,-0.669835,-1.36973,0.671233,-1.32794,1.26839,0.0783368,0.0852362,0.583566,0.694051,0.148594,0.266635
0.58,0.550147,-0.345572,1.22247,-0.561442,0.445326,-0.430391,1.47597,-0.243855,-1.162,-0.633712,-1.3318,0.707288,-1.30633,1.34571,0.0956552,0.136038,0.579793,0.602753,0.224917,0.287749
0.582,0.475118,-0.335613,1.23218,-0.574807,0.467296,-0.471562,1.51823,-0.298836,-1.2538,-0.660357,-1.37832,0.642696,-1.29206,1.38647,0.0670163,0.166621,0.495159,0.656437,0.248106,0.303458
0.584,0.424255,-0.341345,1.17727,-0.474455,0.485944,-0.413822,1.52629,-0.289687,-1.3244,-0.627598,-1.37567,0.65229,-1.30441,1.4144,0.088193,0.223061,0.498925,0.667901,0.311542,0.301521
0.586,0.405132,-0.369658,1.21455,-0.488308,0.494869,-0.331435,1.63095,-0.291967,-1.26303,-0.616157,-1.26123,0.707835,-1.30244,1.49845,0.13968,0.199508,0.493906,0.699874,0.30281,0.339714
0.588,0.400623,-0.276635,1.13208,-0.463398,0.519134,-0.330153,1.6486,-0.291233,-1.27371,-0.561581,-1.28265,0.67906,-1.27007,1.54031,0.213576,0.1318,0.459583,0.683089,0.312685,0.299543
0.59,0.406623,-0.289517,1.07026,-0.451663,0.461267,-0.31562,1.56953,-0.262778,-1.19084,-0.569645,-1.33521,0.739357,-1.33636,1.51143,0.184685,0.157072,0.471615,0.700745,0.350257,0.316657
0.592,0.386917,-0.257628,1.02436,-0.424001,0.498808,-0.377842,1.59154,-0.239916,-1.19075,-0.580678,-1.31886,0.799143,-1.42266,1.50154,0.135439,0.120516,0.477223,0.698664,0.284117,0.331516
0.594,0.390073,-0.281863,1.0275,-0.407207,0.545244,-0.333674,1.59869,-0.164241,-1.19018,-0.541389,-1.32153,0.768548,-1.45508,1.48827,0.14896,0.0682725,0.466276,0.688681,0.241934,0.374037
0.596,0.356045,-0.294238,0.937713,-0.483788,0.525685,-0.380306,1.56816,-0.192611,-1.12368,-0.525348,-1.28315,0.825007,-1.51242,1.46714,0.118231,0.0783719,0.362146,0.651658,0.206269,0.32614
0.598,0.385596,-0.209611,0.950462,-0.492602,0.502745,-0.35235,1.56646,-0.167085,-1.21153,-0.526718,-1.32727,0.889092,-1.42801,1.48055,0.10905,0.0937811,0.312835,0.597428,0.203934,0.313343
0.6,0.467426,-0.248115,0.868164,-0.490164,0.607264,-0.37762,1.58676,-0.181589,-1.21548,-0.396615,-1.35634,0.884956,-1.45622,1.4768,0.158159,0.0881264,0.286609,0.541694,0.150948,0.329805
0.602,0.527046,-0.283399,0.8732,-0.491811,0.596132,-0.369492,1.6192,-0.18718,-1.20845,-0.394356,-1.38445,0.815137,-1.43457,1.45437,0.137954,0.102357,0.371,0.58781,0.221349,0.26822
0.604,0.44984,-0.34102,0.839722,-0.496228,0.625703,-0.383572,1.65332,-0.255245,-1.28294,-0.348232,-1.36089,0.76714,-1.43251,1.44734,0.165996,0.146758,0.315394,0.539527,0.239322,0.269373
0.606,0.407302,-0.369481,0.779869,-0.478001,0.655783,-0.323064,1.59895,-0.323935,-1.26623,-0.353921,-1.37628,0.74541,-1.43229,1.51354,0.119249,0.145336,0.324442,0.509045,0.213607,0.309568
0.608,0.402222,-0.412943,0.73591,-0.534817,0.645628,-0.36689,1.53604,-0.392452,-1.18309,-0.40667,-1.27068,0.741366,-1.38087,1.58002,0.0674822,0.193932,0.412474,0.542081,0.212528,0.278451
0.61,0.39513,-0.502658,0.730547,-0.545391,0.652329,-0.369304,1.48301,-0.359378,-1.08889,-0.381053,-1.28634,0.827014,-1.43743,1.56037,0.0997819,0.090909,0.449907,0.527169,0.260828,0.321099
0.612,0.390948,-0.49584,0.683136,-0.619907,0.566492,-0.3,1.51268,-0.362044,-1.08632,-0.375753,-1.23042,0.746322,-1.38685,1.5521,0.0371772,0.0818053,0.427038,0.546844,0.322978,0.344017
0.614,0.380109,-0.531304,0.7045,-0.617594,0.576121,-0.388224,1.60443,-0.35039,-1.04886,-0.397343,-1.30001,0.703656,-1.39378,1.63227,0.0572349,-0.0370598,0.447885,0.545631,0.380853,0.359561
0.616,0.371,-0.550825,0.682942,-0.59499,0.653836,-0.324421,1.57995,-0.31578,-1.07228,-0.403206,-1.23405,0.711498,-1.34508,1.5783,0.0940244,-0.0476603,0.380887,0.552508,0.318174,0.39042
0.618,0.318405,-0.631681,0.611439,-0.680478,0.623208,-0.321822,1.5351,-0.303986,-1.08665,-0.415303,-1.32328,0.681339,-1.36392,1.62222,0.125597,-0.0312673,0.439068,0.562563,0.348946,0.28629
0.62,0.316137,-0.613564,0.55779,-0.705023,0.558314,-0.389174,1.48935,-0.306605,-1.12665,-0.393777,-1.37751,0.668283,-1.37214,1.65296,0.0617195,-0.0367464,0.385279,0.575947,0.349221,0.314146
0.622,0.368477,-0.601843,0.511336,-0.685854,0.573029,-0.410825,1.44435,-0.327303,-1.09328,-0.415702,-1.37257,0.624854,-1.42162,1.69671,0.0960435,-0.0714281,0.397739,0.567138,0.357009,0.331046
0.624,0.361381,-0.579859,0.501924,-0.828305,0.521545,-0.325284,1.36374,-0.228425,-1.06424,-0.410825,-1.44788,0.602199,-1.47728,1.66684,0.102262,-0.0189406,0.437156,0.607807,0.431222,0.312853
0.626,0.297326,-0.568827,0.450449,-0.729487,0.545066,-0.294192,1.41277,-0.274816,-1.0959,-0.403083,-1.45991,0.666282,-1.42766,1.66838,0.0652484,0.00396809,0.474089,0.609981,0.372511,0.247001
0.628,0.329358,-0.510554,0.439752,-0.671608,0.456188,-0.250128,1.36693,-0.308897,-1.12089,-0.406284,-1.46339,0.596072,-1.34345,1.7047,0.0741625,0.0129345,0.397845,0.58166,0.421532,0.260078
0.63,0.406491,-0.523204,0.420496,-0.674413,0.444987,-0.283766,1.29182,-0.379408,-1.09275,-0.411223,-1.48928,0.550814,-1.29422,1.74128,0.0223305,0.0623174,0.416654,0.522706,0.477228,0.266848
0.632,0.347744,-0.499127,0.35137,-0.786183,0.424986,-0.266667,1.35611,-0.320605,-1.13281,-0.430119,-1.45978,0.508061,-1.23569,1.80807,-0.0306385,0.0186998,0.426095,0.547621,0.33995,0.281824
0.634,0.322323,-0.453155,0.356125,-0.723826,0.424947,-0.324492,1.37583,-0.343435,-1.06785,-0.423351,-1.48159,0.49132,-1.21497,1.7949,0.0300533,0.0753012,0.45163,0.524945,0.32157,0.236264
0.636,0.328026,-0.394716,0.333439,-0.669652,0.36584,-0.311925,1.37972,-0.337329,-1.0624,-0.458432,-1.47805,0.455393,-1.2713,1.82768,-0.00393918,-0.0431008,0.423249,0.418437,0.332798,0.258641
0.638,0.338338,-0.449301,0.436104,-0.637234,0.380255,-0.265591,1.43378,-0.37311,-0.988362,-0.429149,-1.45764,0.4873,-1.17701,1.8491,-0.0493137,-0.0211828,0.339826,0.480328,0.290356,0.28723
0.64,0.337805,-0.55045,0.495743,-0.59626,0.379719,-0.205769,1.44908,-0.389691,-0.987757,-0.452503,-1.44937,0.46575,-1.22212,1.80455,-0.0706505,-0.0309144,0.279883,0.535424,0.309891,0.217548
0.642,0.369384,-0.553998,0.499025,-0.596693,0.425055,-0.258202,1.49541,-0.368552,-0.942892,-0.467081,-1.4354,0.482758,-1.2714,1.82118,-0.0414712,-0.0116334,0.257205,0.544875,0.354039,0.24638
0.644,0.265541,-0.620088,0.573327,-0.597463,0.389757,-0.251747,1.60868,-0.385992,-0.951375,-0.490372,-1.53141,0.488739,-1.2589,1.84673,-0.0362455,0.00319353,0.221856,0.530468,0.303656,0.274189
0.646,0.279303,-0.642266,0.653948,-0.586066,0.417096,-0.192467,1.66704,-0.404807,-1.03118,-0.530483,-1.58413,0.426202,-1.24649,1.87659,0.0210639,-0.0212646,0.24407,0.507861,0.30345,0.299167
0.648,0.331364,-0.66285,0.660382,-0.525022,0.38685,-0.224194,1.75983,-0.372365,-0.97611,-0.508074,-1.51047,0.52099,-1.266,1.8366,0.0688698,-0.0501554,0.218275,0.556608,0.209134,0.307455
0.65,0.299506,-0.658326,0.658969,-0.565546,0.422065,-0.202402,1.74722,-0.413137,-0.955673,-0.498293,-1.49791,0.518191,-1.34142,1.80552,0.158343,-0.110062,0.246461,0.527028,0.288144,0.287505
0.652,0.34258,-0.638853,0.715316,-0.601242,0.394922,-0.24575,1.7703,-0.324813,-0.91428,-0.49225,-1.48387,0.458331,-1.3996,1.73657,0.200159,-0.00904714,0.187095,0.524594,0.337453,0.282101
0.654,0.34318,-0.639455,0.651871,-0.582442,0.42379,-0.188211,1.78636,-0.302436,-0.934454,-0.499953,-1.51502,0.444628,-1.44972,1.73132,0.161491,-0.0210068,0.109973,0.555402,0.336855,0.270699
0.656,0.331015,-0.634106,0.662034,-0.617891,0.504032,-0.294562,1.7043,-0.332584,-0.979871,-0.529689,-1.49094,0.476551,-1.44109,1.70789,0.233923,-0.000762902,0.108294,0.604079,0.384919,0.306785
0.658,0.340289,-0.652943,0.615312,-0.496011,0.641669,-0.293234,1.69446,-0.386229,-1.01495,-0.518486,-1.52787,0.456174,-1.4641,1.68071,0.179401,0.032301,0.101656,0.581753,0.323257,0.297263
0.66,0.331597,-0.666979,0.659751,-0.544579,0.642121,-0.241414,1.62801,-0.372937,-1.04274,-0.586283,-1.50863,0.474337,-1.43791,1.67646,0.247742,0.0447093,0.0905217,0.589892,0.312623,0.22533
0.662,0.381771,-0.603528,0.678725,-0.542457,0.59383,-0.251217,1.63542,-0.368214,-1.00231,-0.623661,-1.47712,0.468751,-1.44114,1.64554,0.242214,0.000896793,0.109447,0.588546,0.308961,0.281663
0.664,0.426131,-0.637847,0.631311,-0.466172,0.680846,-0.225484,1.58999,-0.386412,-0.955672,-0.658754,-1.47749,0.476228,-1.36717,1.67284,0.239022,0.0515958,0.0528106,0.60847,0.281507,0.359883
0.666,0.353937,-0.566567,0.607767,-0.509025,0.680548,-0.2128,1.60959,-0.365505,-0.939239,-0.657366,-1.50197,0.478269,-1.41682,1.6583,0.224262,0.0302909,-0.00374082,0.535784,0.310718,0.335112
0.668,0.258082,-0.514362,0.588097,-0.501584,0.700327,-0.133807,1.71945,-0.329994,-0.920955,-0.699577,-1.54037,0.493714,-1.45088,1.61661,0.222736,-0.0110041,0.0103899,0.582686,0.314785,0.28581
0.67,0.265097,-0.501695,0.55823,-0.504317,0.721052,-0.102934,1.73877,-0.3688,-0.867384,-0.735241,-1.54813,0.472558,-1.46954,1.63605,0.21726,-0.0835752,-0.029558,0.635794,0.358487,0.276223
0.672,0.249235,-0.410386,0.51961,-0.574345,0.703649,-0.0692315,1.69271,-0.300029,-0.870347,-0.725968,-1.64077,0.505666,-1.50576,1.69905,0.21153,-0.0647148,-0.0242592,0.622751,0.424283,0.311365
0.674,0.302834,-0.383617,0.521028,-0.507594,0.725212,-0.0403805,1.66321,-0.27747,-0.882705,-0.722582,-1.67098,0.532541,-1.47014,1.79069,0.271011,-0.118448,0.0386981,0.536613,0.407896,0.262185
0.676,0.328338,-0.350566,0.494104,-0.465385,0.815295,0.0196192,1.62106,-0.236636,-0.875328,-0.732969,-1.74059,0.573764,-1.54932,1.81054,0.310835,-0.0732484,-0.0360432,0.546841,0.464118,0.253484
0.678,0.402646,-0.383966,0.529357,-0.410073,0.891211,0.043825,1.60582,-0.269633,-0.892568,-0.796809,-1.74085,0.583518,-1.61169,1.87218,0.24792,0.0151695,-0.125866,0.538116,0.500437,0.294871
0.68,0.403167,-0.37165,0.533192,-0.4067,0.920917,0.0963661,1.59375,-0.257485,-0.870616,-0.791222,-1.75515,0.621803,-1.64158,1.92337,0.220052,-0.00251049,-0.116947,0.540266,0.505182,0.347147
0.682,0.414878,-0.307798,0.540088,-0.428523,0.90741,0.15773,1.66828,-0.162138,-0.923367,-0.854119,-1.75403,0.598951,-1.5924,1.96747,0.263922,-0.0770323,-0.126003,0.494217,0.452707,0.38988
0.684,0.40125,-0.320616,0.602741,-0.334877,0.822463,0.119193,1.71057,-0.147389,-0.93978,-0.852477,-1.76425,0.571523,-1.54708,2.00084,0.272395,-0.0285205,-0.0521614,0.531543,0.417216,0.40964
0.686,0.379982,-0.30408,0.562842,-0.298377,0.811759,0.255309,1.71773,-0.172242,-1.03497,-0.898033,-1.85671,0.612832,-1.50416,1.98742,0.293744,-0.110139,-0.0239831,0.494064,0.260255,0.332758
0.688,0.360893,-0.3175,0.523396,-0.311496,0.870465,0.265862,1.74757,-0.205835,-1.09226,-0.921718,-1.91005,0.670507,-1.45954,1.98899,0.242286,-0.137241,-0.031123,0.486163,0.318096,0.379873
0.69,0.349289,-0.375844,0.554243,-0.261998,0.883569,0.267853,1.73843,-0.191596,-1.13142,-0.904107,-1.95803,0.735375,-1.4533,1.96694,0.233758,-0.124818,-0.0721151,0.51408,0.221792,0.371151
0.692,0.417999,-0.272194,0.505491,-0.263163,0.847591,0.239779,1.74749,-0.275035,-1.11105,-0.859621,-1.92913,0.805138,-1.39633,1.97171,0.163681,-0.0757315,-0.0562656,0.458775,0.251555,0.33529
0.694,0.399419,-0.329841,0.416669,-0.268371,0.87597,0.2297,1.73157,-0.213751,-1.19906,-0.9576,-1.98323,0.789162,-1.40056,1.98848,0.166433,-0.0315215,-0.0854425,0.417894,0.25264,0.376002
0.696,0.420942,-0.270931,0.393727,-0.272381,0.895373,0.276549,1.73192,-0.242461,-1.20205,-0.962601,-1.9909,0.757073,-1.40838,1.96612,0.0847781,-0.0614087,-0.0591582,0.36485,0.250568,0.379035
0.698,0.447138,-0.204287,0.358987,-0.272593,0.844607,0.241096,1.77413,-0.179901,-1.16112,-0.961216,-1.98399,0.804043,-1.37753,1.88252,0.100921,0.0190447,-0.0597662,0.398342,0.226185,0.335583
0.7,0.457846,-0.248224,0.434639,-0.258922,0.896806,0.288552,1.85516,-0.224204,-1.18714,-0.943509,-2.01908,0.733587,-1.41185,1.97202,0.0708516,0.00408881,-0.0755287,0.372357,0.178463,0.328854
0.702,0.504377,-0.273501,0.446011,-0.267155,0.980164,0.286405,1.80649,-0.219817,-1.16487,-0.938314,-1.934,0.688115,-1.39687,1.89699,0.185568,0.00875612,-0.0190122,0.444958,0.190381,0.298274
0.704,0.423406,-0.326276,0.477302,-0.219566,0.992698,0.21502,1.90176,-0.277621,-1.12296,-0.868864,-1.96716,0.647067,-1.41765,1.83688,0.222632,0.0599968,-0.0380528,0.412435,0.19565,0.380986
0.706,0.359297,-0.323418,0.500004,-0.125193,1.00412,0.251114,1.96642,-0.27559,-1.05562,-0.891215,-1.98882,0.58395,-1.42177,1.82229,0.162161,0.017758,-0.0933754,0.383225,0.217069,0.403303
0.708,0.235423,-0.306185,0.51318,-0.184012,1.01059,0.246002,1.8769,-0.287209,-1.0764,-0.780529,-1.93474,0.570382,-1.51757,1.85964,0.18161,-0.0327952,-0.116207,0.380606,0.257641,0.370738
0.71,0.157534,-0.316986,0.508773,-0.212423,1.05417,0.23467,1.92304,-0.357225,-1.13925,-0.82864,-1.95558,0.579229,-1.48075,1.80829,0.207233,-0.0980364,-0.123714,0.383796,0.297284,0.424025
0.712,0.146702,-0.313357,0.429017,-0.182078,1.03142,0.213033,1.86547,-0.40635,-1.08961,-0.885803,-1.96568,0.527548,-1.57254,1.83587,0.21047,-0.115555,-0.157643,0.365398,0.251621,0.472276
0.714,0.093197,-0.262899,0.395733,-0.2257,0.99412,0.277678,1.81683,-0.45128,-1.07194,-0.901905,-1.93972,0.496019,-1.54239,1.84627,0.274124,-0.033655,-0.106642,0.353692,0.21769,0.493501
